id,resume_text,category,group_id
9123,"Contributed to deployed services as containers with CI/CD and owned experiment, diffusion, feature engineering. Responsibilities: automation, pipeline, experiment, feature engineering. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Worked on experiment, feature engineering. Delivered: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,423
2340,"Worked on serving, gcp. Delivered: created dashboards to surface business KPIs. Responsibilities: gcp, serving. Achievements: created dashboards to surface business KPIs.",ML Engineer,140
5527,"Data Engineer — experience building ML & data products. Responsibilities: testing, aws, automation. Achievements: designed ETL jobs and partitioning for low-latency queries. Collaborated closely with product and platform teams to define SLAs. Worked on aws, automation. Delivered: implemented model evaluation and automated tests. Contributed to implemented model evaluation and automated tests and owned aws, testing, automation.",Data Engineer,227
6743,"Worked on ablation, diffusion. Delivered: ran reproducible experiments and released code with ablations. Contributed to created dashboards to surface business KPIs and owned diffusion, monitoring, docker, ablation. Contributed to ran reproducible experiments and released code with ablations and owned monitoring, docker, ablation. Mentored junior engineers and contributed to open-source tooling. Core skills: docker, monitoring. Recent work includes ran reproducible experiments and released code with ablations.",AI Researcher,343
4003,"Data Engineer — experience building ML & data products. mentored junior engineers and contributed to open-source tooling. responsibilities: paper, transformer, gcp. achievements: created dashboards to surface business kpis. worked on data warehousing, testing. delivered: created dashboards to surface business kpis. responsibilities: transformer, testing. achievements: created dashboards to surface business kpis. core skills: transformer, gcp, testing. recent work includes deployed services as containers with ci/cd.",Data Engineer,203
1123,"Data Scientist — experience building ML & data products. worked on aws, fine-tune, experiment, api. delivered: designed metric-driven experiments and tracked results. responsibilities: fine-tune, experiment, aws, docker. achievements: developed forecasting models and validated with backtesting. worked on paper, aws, eda. delivered: developed forecasting models and validated with backtesting. worked on docker, paper, api. delivered: deployed services as containers with ci/cd.",Data Scientist,23
8709,"Responsibilities: fine-tune, aws. Achievements: created dashboards to surface business KPIs. Collaborated closely with product and platform teams to define SLAs. Contributed to created dashboards to surface business KPIs and owned benchmark, scikit-learn, sql, aws.",Generative AI,409
4049,"Data Engineer — experience building ML & data products. Contributed to managed streaming pipelines and schema evolution and owned spark, gcp, testing. Worked on spark, gcp, feature engineering. Delivered: managed streaming pipelines and schema evolution. Responsibilities: testing, gcp, spark, feature engineering. Achievements: managed streaming pipelines and schema evolution. Contributed to deployed services as containers with CI/CD and owned spark, gcp, feature engineering, testing.",Data Engineer,249
7640,"Worked on python, sql, pipeline, transformer. Delivered: implemented model evaluation and automated tests. Worked on pipeline, python, transformer. Delivered: created dashboards to surface business KPIs. Core skills: pipeline, transformer. Recent work includes implemented model evaluation and automated tests.",AI Researcher,340
765,"Responsibilities: visualization, monitoring, api, gcp. Achievements: designed metric-driven experiments and tracked results. Core skills: pandas, api, gcp. Recent work includes ran feature selection and cross-validation at scale.",Data Scientist,65
2344,"ML Engineer — experience building ML & data products. Worked on feature engineering, benchmark. Delivered: deployed services as containers with CI/CD. Responsibilities: python, benchmark, feature engineering, ci/cd. Achievements: created dashboards to surface business KPIs. Contributed to productionized model serving with autoscaling and caching and owned api, benchmark, feature engineering, ci/cd. Mentored junior engineers and contributed to open-source tooling. Worked on python, ci/cd, api. Delivered: productionized model serving with autoscaling and caching.",ML Engineer,144
4071,"Worked on kafka, sql, sql. Delivered: implemented model evaluation and automated tests. Worked on sql, cloud, experiment, api. Delivered: managed streaming pipelines and schema evolution.",Data Engineer,271
